"","AZM-M0L1","AZM-M0L2","AZM-M0L3","AZM-N0L1","AZM-N0L2","AZM-N0L3","AZM-NdL1","AZM-NdL2","AZM-NdL3","CIP-M0L1","CIP-M0L2","CIP-M0L3","CIP-N0L1","CIP-N0L2","CIP-N0L3","CIP-NdL1","CIP-NdL2","CIP-NdL3","IPM-M0L1","IPM-M0L2","IPM-M0L3","IPM-N0L1","IPM-N0L2","IPM-N0L3","IPM-NdL1","IPM-NdL2","IPM-NdL3","CEF-M0L1","CEF-M0L2","CEF-M0L3","CEF-N0L1","CEF-N0L2","CEF-N0L3","CEF-NdL1","CEF-NdL2","CEF-NdL3","LVX-M0L1","LVX-M0L2","LVX-M0L3","LVX-N0L1","LVX-N0L2","LVX-N0L3","LVX-NdL1","LVX-NdL2","LVX-NdL3","LNZ-M0L1","LNZ-M0L2","LNZ-M0L3","LNZ-N0L1","LNZ-N0L2","LNZ-N0L3","LNZ-NdL1","LNZ-NdL2","LNZ-NdL3","RIF-M0L1","RIF-M0L2","RIF-M0L3","RIF-N0L1","RIF-N0L2","RIF-N0L3","RIF-NdL1","RIF-NdL2","RIF-NdL3","VNC-M0L1","VNC-M0L2","VNC-M0L3","VNC-N0L1","VNC-N0L2","VNC-N0L3","VNC-NdL1","VNC-NdL2","VNC-NdL3","MEM-M0L1","MEM-M0L2","MEM-M0L3","MEM-N0L1","MEM-N0L2","MEM-N0L3","MEM-NdL1","MEM-NdL2","MEM-NdL3","PEN-M0L1","PEN-M0L2","PEN-M0L3","PEN-N0L1","PEN-N0L2","PEN-N0L3","PEN-NdL1","PEN-NdL2","PEN-NdL3"
"CIP-M0L2",0.166666666666667,0.125,0.142857142857143,0.214285714285714,0.153846153846154,0.0714285714285714,0.111111111111111,0.266666666666667,0.125,0.176470588235294,1,0.263157894736842,0.0666666666666667,0.133333333333333,0.153846153846154,0.0625,0.133333333333333,0.214285714285714,0.1875,0.0588235294117647,0.2,0.0476190476190477,0.230769230769231,0.307692307692308,0.0499999999999999,0.166666666666667,0.0526315789473684,0.09375,0.1,0.0714285714285714,0.0512820512820512,0.0540540540540539,0.03125,0.032258064516129,0.0750000000000001,0.025,0.235294117647059,0.217391304347826,0.238095238095238,0.0740740740740741,0.0869565217391304,0.153846153846154,0.107142857142857,0.107142857142857,0.076923076923077,0.142857142857143,0.111111111111111,0.121212121212121,0.0952380952380953,0.111111111111111,0.107142857142857,0.0833333333333334,0.172413793103448,0.115384615384615,0.076923076923077,0.0588235294117647,0.0714285714285714,0.0434782608695652,0.076923076923077,0.0625,0.076923076923077,0.0555555555555556,0.0555555555555556,0.176470588235294,0.230769230769231,0.2,0.076923076923077,0.0833333333333334,0.0833333333333334,0.0588235294117647,0.0666666666666667,0.111111111111111,0.125,0.117647058823529,0,0.133333333333333,0.0555555555555556,0.153846153846154,0.0869565217391304,0.076923076923077,0.0625,0.125,0.0526315789473684,0.176470588235294,0.0555555555555556,0.0588235294117647,0.0666666666666667,0.166666666666667,0.16,0.105263157894737
"CIP-M0L3",0.2,0.157894736842105,0.176470588235294,0.105263157894737,0.0555555555555556,0.117647058823529,0.142857142857143,0.277777777777778,0.157894736842105,0.263157894736842,0.263157894736842,1,0.111111111111111,0.105263157894737,0.0555555555555556,0.105263157894737,0.166666666666667,0.235294117647059,0.210526315789474,0.1,0.222222222222222,0.0833333333333334,0.111111111111111,0.166666666666667,0.0869565217391304,0.19047619047619,0.0909090909090909,0.0540540540540539,0.0571428571428572,0.0425531914893617,0.0227272727272727,0.048780487804878,0.0571428571428572,0.0285714285714286,0.0444444444444444,0.0465116279069767,0.19047619047619,0.230769230769231,0.2,0.0645161290322581,0.0740740740740741,0.133333333333333,0.129032258064516,0.129032258064516,0.103448275862069,0.161290322580645,0.128205128205128,0.108108108108108,0.125,0.0967741935483871,0.09375,0.111111111111111,0.151515151515152,0.137931034482759,0.125,0.1,0.117647058823529,0.076923076923077,0.125,0.105263157894737,0.125,0.0952380952380953,0.0952380952380953,0.142857142857143,0.176470588235294,0.166666666666667,0.125,0.133333333333333,0.133333333333333,0.1,0.111111111111111,0.142857142857143,0.1,0.0952380952380953,0,0.166666666666667,0.0952380952380953,0.117647058823529,0.0740740740740741,0.0666666666666667,0.0499999999999999,0.157894736842105,0.0434782608695652,0.142857142857143,0.0952380952380953,0.0476190476190477,0.111111111111111,0.142857142857143,0.137931034482759,0.0869565217391304
"CIP-N0L1",0.25,0.166666666666667,0.2,0.3,0.1,0.222222222222222,0.142857142857143,0.153846153846154,0.166666666666667,0.142857142857143,0.0666666666666667,0.111111111111111,1,0.181818181818182,0.1,0.181818181818182,0.181818181818182,0.181818181818182,0.153846153846154,0.166666666666667,0.166666666666667,0.2,0.2,0.181818181818182,0.133333333333333,0.133333333333333,0.142857142857143,0.0333333333333334,0.0357142857142857,0.025,0.0571428571428572,0.0606060606060607,0.115384615384615,0.037037037037037,0.0263157894736842,0.0571428571428572,0.133333333333333,0.142857142857143,0.1,0.136363636363636,0.105263157894737,0.130434782608696,0.08,0.08,0.0909090909090909,0.076923076923077,0.0588235294117647,0.0645161290322581,0.1875,0.0833333333333334,0.08,0.1,0.0714285714285714,0.0869565217391304,0.25,0.166666666666667,0.222222222222222,0.111111111111111,0.25,0.181818181818182,0.25,0.153846153846154,0.153846153846154,0.0666666666666667,0,0.0526315789473684,0.25,0.285714285714286,0.285714285714286,0.166666666666667,0.2,0.142857142857143,0.076923076923077,0.0714285714285714,0,0.181818181818182,0.153846153846154,0,0.0499999999999999,0.0434782608695652,0.0833333333333334,0.166666666666667,0.142857142857143,0.0666666666666667,0.153846153846154,0.166666666666667,0.2,0.0434782608695652,0.0416666666666666,0.0625
"CIP-N0L2",0.222222222222222,0.153846153846154,0.181818181818182,0.4,0.333333333333333,0.2,0.133333333333333,0.142857142857143,0.153846153846154,0.133333333333333,0.133333333333333,0.105263157894737,0.181818181818182,1,0.0909090909090909,0.166666666666667,0.166666666666667,0.166666666666667,0.142857142857143,0.153846153846154,0.153846153846154,0.117647058823529,0.444444444444444,0.4,0.125,0.125,0.133333333333333,0.032258064516129,0.0344827586206896,0.024390243902439,0.0857142857142857,0.0588235294117647,0.0714285714285714,0.0357142857142857,0.0256410256410257,0.0555555555555556,0.125,0.0869565217391304,0.0952380952380953,0.0833333333333334,0.1,0.08,0.076923076923077,0.076923076923077,0.0869565217391304,0.0740740740740741,0.0571428571428572,0.0625,0.111111111111111,0.08,0.076923076923077,0.0952380952380953,0.0689655172413793,0.0833333333333334,0.222222222222222,0.153846153846154,0.2,0.105263157894737,0.222222222222222,0.166666666666667,0.222222222222222,0.142857142857143,0.142857142857143,0.0625,0,0.0499999999999999,0.222222222222222,0.25,0.25,0.153846153846154,0.181818181818182,0.133333333333333,0.0714285714285714,0.0666666666666667,0,0.166666666666667,0.142857142857143,0,0.0476190476190477,0.0416666666666666,0.076923076923077,0.153846153846154,0.0625,0.0625,0.142857142857143,0.0714285714285714,0.181818181818182,0.0416666666666666,0.0399999999999999,0.0588235294117647
"CIP-N0L3",0.125,0.0833333333333334,0.1,0.2,0.111111111111111,0.111111111111111,0.0714285714285714,0.076923076923077,0.0833333333333334,0.0714285714285714,0.153846153846154,0.0555555555555556,0.1,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.076923076923077,0.0833333333333334,0.0833333333333334,0.0625,0.222222222222222,0.2,0.0666666666666667,0.0666666666666667,0.0714285714285714,0.0714285714285714,0.076923076923077,0.0526315789473684,0.0285714285714286,0.0967741935483871,0.037037037037037,0.08,0.0555555555555556,0.0285714285714286,0.142857142857143,0.0454545454545455,0.105263157894737,0.0909090909090909,0.111111111111111,0.0869565217391304,0.0399999999999999,0.0399999999999999,0.0454545454545455,0.0384615384615385,0.0294117647058824,0.0666666666666667,0.0588235294117647,0.0869565217391304,0.0833333333333334,0.0499999999999999,0.0740740740740741,0.0434782608695652,0.125,0.0833333333333334,0.111111111111111,0.0555555555555556,0.125,0.0909090909090909,0.125,0.076923076923077,0.076923076923077,0.0714285714285714,0,0.0555555555555556,0.125,0.142857142857143,0.142857142857143,0.0833333333333334,0.1,0.0714285714285714,0.0833333333333334,0.076923076923077,0,0.0909090909090909,0.076923076923077,0,0.0526315789473684,0.0454545454545455,0.0909090909090909,0.0833333333333334,0.0714285714285714,0.0714285714285714,0.076923076923077,0.0833333333333334,0.1,0.0454545454545455,0.0434782608695652,0.0666666666666667
"CIP-NdL1",0.222222222222222,0.153846153846154,0.181818181818182,0.166666666666667,0.0909090909090909,0.2,0.307692307692308,0.142857142857143,0.153846153846154,0.133333333333333,0.0625,0.105263157894737,0.181818181818182,0.166666666666667,0.0909090909090909,1,0.4,0.4,0.142857142857143,0.153846153846154,0.153846153846154,0.117647058823529,0.181818181818182,0.166666666666667,0.125,0.125,0.133333333333333,0.032258064516129,0.0344827586206896,0.024390243902439,0.027027027027027,0.0588235294117647,0.0714285714285714,0.0740740740740741,0.0526315789473684,0.0857142857142857,0.125,0.0869565217391304,0.0952380952380953,0.0833333333333334,0.1,0.08,0.076923076923077,0.076923076923077,0.136363636363636,0.0740740740740741,0.0571428571428572,0.0625,0.176470588235294,0.125,0.12,0.15,0.0689655172413793,0.130434782608696,0.222222222222222,0.153846153846154,0.2,0.105263157894737,0.222222222222222,0.166666666666667,0.222222222222222,0.142857142857143,0.142857142857143,0.0625,0,0.0499999999999999,0.222222222222222,0.25,0.25,0.25,0.3,0.133333333333333,0.0714285714285714,0.0666666666666667,0,0.166666666666667,0.142857142857143,0,0.0476190476190477,0.0416666666666666,0.076923076923077,0.153846153846154,0.0625,0.0625,0.142857142857143,0.0714285714285714,0.181818181818182,0.0416666666666666,0.0833333333333334,0.0588235294117647
"CIP-NdL2",0.222222222222222,0.153846153846154,0.181818181818182,0.166666666666667,0.0909090909090909,0.2,0.307692307692308,0.230769230769231,0.153846153846154,0.133333333333333,0.133333333333333,0.166666666666667,0.181818181818182,0.166666666666667,0.0909090909090909,0.4,1,0.555555555555556,0.142857142857143,0.153846153846154,0.153846153846154,0.117647058823529,0.181818181818182,0.272727272727273,0.125,0.2,0.133333333333333,0.032258064516129,0.0344827586206896,0.024390243902439,0.027027027027027,0.0588235294117647,0.0714285714285714,0.0740740740740741,0.0526315789473684,0.0857142857142857,0.2,0.136363636363636,0.15,0.0833333333333334,0.1,0.125,0.076923076923077,0.076923076923077,0.0869565217391304,0.115384615384615,0.088235294117647,0.0967741935483871,0.111111111111111,0.08,0.076923076923077,0.0952380952380953,0.107142857142857,0.130434782608696,0.222222222222222,0.153846153846154,0.2,0.105263157894737,0.222222222222222,0.166666666666667,0.222222222222222,0.142857142857143,0.142857142857143,0.133333333333333,0.0833333333333334,0.105263157894737,0.222222222222222,0.25,0.25,0.153846153846154,0.181818181818182,0.133333333333333,0.0714285714285714,0.0666666666666667,0,0.272727272727273,0.142857142857143,0.0909090909090909,0.0476190476190477,0.0869565217391304,0.076923076923077,0.25,0.0625,0.133333333333333,0.142857142857143,0.0714285714285714,0.181818181818182,0.0869565217391304,0.0833333333333334,0.125
"CIP-NdL3",0.222222222222222,0.153846153846154,0.181818181818182,0.166666666666667,0.0909090909090909,0.2,0.307692307692308,0.333333333333333,0.153846153846154,0.133333333333333,0.214285714285714,0.235294117647059,0.181818181818182,0.166666666666667,0.0909090909090909,0.4,0.555555555555556,1,0.142857142857143,0.153846153846154,0.153846153846154,0.117647058823529,0.181818181818182,0.272727272727273,0.125,0.2,0.133333333333333,0.032258064516129,0.0344827586206896,0.024390243902439,0.027027027027027,0.0588235294117647,0.0714285714285714,0.0740740740740741,0.0526315789473684,0.0857142857142857,0.2,0.19047619047619,0.15,0.0833333333333334,0.1,0.173913043478261,0.076923076923077,0.076923076923077,0.0869565217391304,0.115384615384615,0.088235294117647,0.0967741935483871,0.111111111111111,0.08,0.076923076923077,0.0952380952380953,0.107142857142857,0.130434782608696,0.222222222222222,0.153846153846154,0.2,0.105263157894737,0.222222222222222,0.166666666666667,0.222222222222222,0.142857142857143,0.142857142857143,0.133333333333333,0.0833333333333334,0.105263157894737,0.222222222222222,0.25,0.25,0.153846153846154,0.181818181818182,0.133333333333333,0.0714285714285714,0.0666666666666667,0,0.272727272727273,0.142857142857143,0.2,0.0476190476190477,0.0869565217391304,0.076923076923077,0.25,0.0625,0.133333333333333,0.142857142857143,0.0714285714285714,0.181818181818182,0.0869565217391304,0.130434782608696,0.125
"IPM-M0L1",0.3,0.214285714285714,0.25,0.142857142857143,0.076923076923077,0.166666666666667,0.1875,0.285714285714286,0.307692307692308,0.583333333333333,0.1875,0.210526315789474,0.153846153846154,0.142857142857143,0.076923076923077,0.142857142857143,0.142857142857143,0.142857142857143,1,0.133333333333333,0.307692307692308,0.105263157894737,0.153846153846154,0.142857142857143,0.111111111111111,0.176470588235294,0.117647058823529,0.0625,0.0666666666666667,0.0476190476190477,0.0256410256410257,0.0555555555555556,0.0666666666666667,0.0333333333333334,0.0499999999999999,0.0526315789473684,0.176470588235294,0.173913043478261,0.19047619047619,0.076923076923077,0.0909090909090909,0.0740740740740741,0.153846153846154,0.153846153846154,0.125,0.148148148148148,0.114285714285714,0.0909090909090909,0.157894736842105,0.115384615384615,0.111111111111111,0.136363636363636,0.137931034482759,0.12,0.181818181818182,0.133333333333333,0.166666666666667,0.0952380952380953,0.181818181818182,0.142857142857143,0.181818181818182,0.125,0.125,0.1875,0.153846153846154,0.15,0.181818181818182,0.2,0.2,0.133333333333333,0.153846153846154,0.1875,0.133333333333333,0.125,0,0.142857142857143,0.125,0,0.0909090909090909,0.0384615384615385,0.0666666666666667,0.133333333333333,0.0555555555555556,0.117647058823529,0.125,0.0625,0.153846153846154,0.125,0.076923076923077,0.0526315789473684
"IPM-M0L2",0.2,0.333333333333333,0.166666666666667,0.153846153846154,0.0833333333333334,0.181818181818182,0.125,0.133333333333333,0.142857142857143,0.125,0.0588235294117647,0.1,0.166666666666667,0.153846153846154,0.0833333333333334,0.153846153846154,0.153846153846154,0.153846153846154,0.133333333333333,1,0.142857142857143,0.111111111111111,0.166666666666667,0.153846153846154,0.117647058823529,0.117647058823529,0.125,0.1,0.107142857142857,0.0750000000000001,0.0540540540540539,0.088235294117647,0.148148148148148,0.0714285714285714,0.0512820512820512,0.0833333333333334,0.1875,0.130434782608696,0.142857142857143,0.08,0.15,0.12,0.115384615384615,0.0740740740740741,0.0833333333333334,0.111111111111111,0.0857142857142857,0.129032258064516,0.105263157894737,0.076923076923077,0.115384615384615,0.0909090909090909,0.103448275862069,0.08,0.2,0.142857142857143,0.181818181818182,0.1,0.2,0.153846153846154,0.2,0.133333333333333,0.133333333333333,0.0588235294117647,0,0.0476190476190477,0.2,0.222222222222222,0.222222222222222,0.142857142857143,0.166666666666667,0.125,0.0666666666666667,0.0625,0,0.153846153846154,0.133333333333333,0,0.0454545454545455,0.0399999999999999,0.0714285714285714,0.142857142857143,0.0588235294117647,0.0588235294117647,0.214285714285714,0.0666666666666667,0.166666666666667,0.0399999999999999,0.0384615384615385,0.0555555555555556
"IPM-M0L3",0.333333333333333,0.230769230769231,0.272727272727273,0.153846153846154,0.0833333333333334,0.181818181818182,0.285714285714286,0.214285714285714,0.230769230769231,0.285714285714286,0.2,0.222222222222222,0.166666666666667,0.153846153846154,0.0833333333333334,0.153846153846154,0.153846153846154,0.153846153846154,0.307692307692308,0.142857142857143,1,0.111111111111111,0.166666666666667,0.153846153846154,0.266666666666667,0.357142857142857,0.2,0.0645161290322581,0.0689655172413793,0.048780487804878,0.0540540540540539,0.088235294117647,0.0689655172413793,0.0714285714285714,0.0789473684210525,0.0833333333333334,0.1875,0.181818181818182,0.2,0.08,0.0952380952380953,0.12,0.16,0.16,0.130434782608696,0.153846153846154,0.117647058823529,0.09375,0.166666666666667,0.12,0.115384615384615,0.142857142857143,0.142857142857143,0.125,0.2,0.142857142857143,0.181818181818182,0.157894736842105,0.2,0.153846153846154,0.2,0.133333333333333,0.133333333333333,0.125,0.166666666666667,0.222222222222222,0.2,0.222222222222222,0.222222222222222,0.142857142857143,0.166666666666667,0.2,0.230769230769231,0.214285714285714,0,0.153846153846154,0.133333333333333,0,0.0952380952380953,0.0399999999999999,0.0714285714285714,0.142857142857143,0.125,0.2,0.133333333333333,0.0666666666666667,0.166666666666667,0.181818181818182,0.125,0.117647058823529
"IPM-N0L1",0.142857142857143,0.111111111111111,0.125,0.117647058823529,0.0625,0.133333333333333,0.1,0.105263157894737,0.111111111111111,0.1,0.0476190476190477,0.0833333333333334,0.2,0.117647058823529,0.0625,0.117647058823529,0.117647058823529,0.117647058823529,0.105263157894737,0.111111111111111,0.111111111111111,1,0.125,0.117647058823529,0.0952380952380953,0.0952380952380953,0.1,0.15625,0.166666666666667,0.119047619047619,0.131578947368421,0.171428571428571,0.25,0.172413793103448,0.153846153846154,0.194444444444444,0.210526315789474,0.304347826086956,0.217391304347826,0.347826086956522,0.285714285714286,0.230769230769231,0.269230769230769,0.269230769230769,0.363636363636364,0.214285714285714,0.2,0.181818181818182,0.315789473684211,0.28,0.269230769230769,0.217391304347826,0.161290322580645,0.192307692307692,0.142857142857143,0.176470588235294,0.133333333333333,0.0833333333333334,0.142857142857143,0.1875,0.142857142857143,0.105263157894737,0.166666666666667,0.1,0,0.0833333333333334,0.230769230769231,0.153846153846154,0.153846153846154,0.111111111111111,0.125,0.157894736842105,0.0526315789473684,0.0499999999999999,0,0.117647058823529,0.105263157894737,0,0.0384615384615385,0.0344827586206896,0.0555555555555556,0.111111111111111,0.0476190476190477,0.0476190476190477,0.105263157894737,0.111111111111111,0.125,0.0344827586206896,0.0333333333333334,0.0454545454545455
"IPM-N0L2",0.25,0.166666666666667,0.2,0.625,0.375,0.222222222222222,0.142857142857143,0.153846153846154,0.166666666666667,0.142857142857143,0.230769230769231,0.111111111111111,0.2,0.444444444444444,0.222222222222222,0.181818181818182,0.181818181818182,0.181818181818182,0.153846153846154,0.166666666666667,0.166666666666667,0.125,1,0.857142857142857,0.133333333333333,0.133333333333333,0.142857142857143,0.0689655172413793,0.0740740740740741,0.0512820512820512,0.088235294117647,0.09375,0.0740740740740741,0.037037037037037,0.0540540540540539,0.0571428571428572,0.214285714285714,0.0909090909090909,0.157894736842105,0.136363636363636,0.166666666666667,0.130434782608696,0.08,0.08,0.0909090909090909,0.076923076923077,0.0588235294117647,0.1,0.117647058823529,0.130434782608696,0.125,0.1,0.111111111111111,0.0869565217391304,0.25,0.166666666666667,0.222222222222222,0.111111111111111,0.25,0.181818181818182,0.25,0.153846153846154,0.153846153846154,0.0666666666666667,0,0.0526315789473684,0.25,0.285714285714286,0.285714285714286,0.166666666666667,0.2,0.142857142857143,0.076923076923077,0.0714285714285714,0,0.181818181818182,0.153846153846154,0,0.0499999999999999,0.0434782608695652,0.0833333333333334,0.166666666666667,0.0666666666666667,0.0666666666666667,0.153846153846154,0.076923076923077,0.2,0.0434782608695652,0.0416666666666666,0.0625
"IPM-N0L3",0.222222222222222,0.153846153846154,0.181818181818182,0.555555555555556,0.333333333333333,0.2,0.133333333333333,0.230769230769231,0.153846153846154,0.133333333333333,0.307692307692308,0.166666666666667,0.181818181818182,0.4,0.2,0.166666666666667,0.272727272727273,0.272727272727273,0.142857142857143,0.153846153846154,0.153846153846154,0.117647058823529,0.857142857142857,1,0.125,0.2,0.133333333333333,0.0666666666666667,0.0714285714285714,0.0499999999999999,0.0857142857142857,0.0909090909090909,0.0714285714285714,0.0357142857142857,0.0526315789473684,0.0555555555555556,0.285714285714286,0.136363636363636,0.210526315789474,0.130434782608696,0.157894736842105,0.173913043478261,0.076923076923077,0.076923076923077,0.0869565217391304,0.115384615384615,0.088235294117647,0.133333333333333,0.111111111111111,0.125,0.12,0.0952380952380953,0.148148148148148,0.130434782608696,0.222222222222222,0.153846153846154,0.2,0.105263157894737,0.222222222222222,0.166666666666667,0.222222222222222,0.142857142857143,0.142857142857143,0.133333333333333,0.0833333333333334,0.105263157894737,0.222222222222222,0.25,0.25,0.153846153846154,0.181818181818182,0.133333333333333,0.0714285714285714,0.0666666666666667,0,0.272727272727273,0.142857142857143,0.0909090909090909,0.0476190476190477,0.0869565217391304,0.076923076923077,0.25,0.0625,0.133333333333333,0.142857142857143,0.0714285714285714,0.181818181818182,0.0869565217391304,0.0833333333333334,0.125
"IPM-NdL1",0.153846153846154,0.117647058823529,0.133333333333333,0.125,0.0666666666666667,0.142857142857143,0.105263157894737,0.111111111111111,0.117647058823529,0.105263157894737,0.0499999999999999,0.0869565217391304,0.133333333333333,0.125,0.0666666666666667,0.125,0.125,0.125,0.111111111111111,0.117647058823529,0.266666666666667,0.0952380952380953,0.133333333333333,0.125,1,0.222222222222222,0.166666666666667,0.0285714285714286,0.0303030303030303,0.0222222222222223,0.0499999999999999,0.0810810810810811,0.0625,0.0645161290322581,0.0476190476190477,0.076923076923077,0.1,0.0740740740740741,0.08,0.0714285714285714,0.0833333333333334,0.107142857142857,0.0666666666666667,0.0666666666666667,0.0740740740740741,0.0645161290322581,0.0512820512820512,0.0555555555555556,0.0909090909090909,0.0689655172413793,0.0666666666666667,0.08,0.0606060606060607,0.0714285714285714,0.153846153846154,0.117647058823529,0.142857142857143,0.136363636363636,0.153846153846154,0.125,0.153846153846154,0.111111111111111,0.111111111111111,0.0499999999999999,0,0.0869565217391304,0.153846153846154,0.166666666666667,0.166666666666667,0.117647058823529,0.133333333333333,0.166666666666667,0.117647058823529,0.111111111111111,0,0.125,0.111111111111111,0,0.0399999999999999,0.0357142857142857,0.0588235294117647,0.117647058823529,0.105263157894737,0.105263157894737,0.111111111111111,0.0555555555555556,0.133333333333333,0.0740740740740741,0.0714285714285714,0.1
"IPM-NdL2",0.153846153846154,0.1875,0.133333333333333,0.125,0.0666666666666667,0.142857142857143,0.166666666666667,0.25,0.1875,0.166666666666667,0.166666666666667,0.19047619047619,0.133333333333333,0.125,0.0666666666666667,0.125,0.2,0.2,0.176470588235294,0.117647058823529,0.357142857142857,0.0952380952380953,0.133333333333333,0.2,0.222222222222222,1,0.166666666666667,0.0588235294117647,0.0625,0.0454545454545455,0.0499999999999999,0.111111111111111,0.0625,0.0645161290322581,0.0731707317073171,0.076923076923077,0.222222222222222,0.16,0.173913043478261,0.0714285714285714,0.0833333333333334,0.148148148148148,0.103448275862069,0.103448275862069,0.115384615384615,0.137931034482759,0.108108108108108,0.117647058823529,0.142857142857143,0.107142857142857,0.103448275862069,0.125,0.129032258064516,0.153846153846154,0.153846153846154,0.117647058823529,0.142857142857143,0.136363636363636,0.153846153846154,0.125,0.153846153846154,0.176470588235294,0.111111111111111,0.166666666666667,0.133333333333333,0.19047619047619,0.153846153846154,0.166666666666667,0.166666666666667,0.117647058823529,0.133333333333333,0.166666666666667,0.1875,0.176470588235294,0,0.2,0.111111111111111,0.0666666666666667,0.130434782608696,0.115384615384615,0.0588235294117647,0.1875,0.105263157894737,0.235294117647059,0.111111111111111,0.0555555555555556,0.133333333333333,0.16,0.153846153846154,0.157894736842105
"IPM-NdL3",0.166666666666667,0.125,0.142857142857143,0.133333333333333,0.0714285714285714,0.153846153846154,0.111111111111111,0.117647058823529,0.125,0.111111111111111,0.0526315789473684,0.0909090909090909,0.142857142857143,0.133333333333333,0.0714285714285714,0.133333333333333,0.133333333333333,0.133333333333333,0.117647058823529,0.125,0.2,0.1,0.142857142857143,0.133333333333333,0.166666666666667,0.166666666666667,1,0.0294117647058824,0.03125,0.0227272727272727,0.0512820512820512,0.0833333333333334,0.0645161290322581,0.0666666666666667,0.048780487804878,0.0789473684210525,0.105263157894737,0.076923076923077,0.0833333333333334,0.0740740740740741,0.0869565217391304,0.0714285714285714,0.0689655172413793,0.0689655172413793,0.076923076923077,0.0666666666666667,0.0526315789473684,0.0571428571428572,0.0952380952380953,0.0714285714285714,0.0689655172413793,0.0833333333333334,0.0625,0.0740740740740741,0.166666666666667,0.125,0.153846153846154,0.142857142857143,0.166666666666667,0.133333333333333,0.166666666666667,0.117647058823529,0.117647058823529,0.0526315789473684,0,0.0909090909090909,0.166666666666667,0.181818181818182,0.181818181818182,0.125,0.142857142857143,0.111111111111111,0.125,0.117647058823529,0,0.133333333333333,0.117647058823529,0,0.0416666666666666,0.037037037037037,0.0625,0.125,0.111111111111111,0.111111111111111,0.117647058823529,0.0588235294117647,0.142857142857143,0.076923076923077,0.0740740740740741,0.105263157894737
"CEF-M0L1",0.0357142857142857,0.137931034482759,0.0333333333333334,0.0666666666666667,0.0344827586206896,0.0344827586206896,0.0606060606060607,0.0625,0.0645161290322581,0.0606060606060607,0.09375,0.0540540540540539,0.0333333333333334,0.032258064516129,0.0714285714285714,0.032258064516129,0.032258064516129,0.032258064516129,0.0625,0.1,0.0645161290322581,0.15625,0.0689655172413793,0.0666666666666667,0.0285714285714286,0.0588235294117647,0.0294117647058824,1,0.5,0.395348837209302,0.191489361702128,0.285714285714286,0.230769230769231,0.236842105263158,0.318181818181818,0.272727272727273,0.241379310344828,0.264705882352941,0.242424242424243,0.222222222222222,0.428571428571428,0.285714285714286,0.314285714285714,0.17948717948718,0.264705882352941,0.342857142857143,0.27906976744186,0.368421052631579,0.151515151515152,0.285714285714286,0.352941176470588,0.171428571428571,0.225,0.128205128205128,0.0357142857142857,0.03125,0.0344827586206896,0.0540540540540539,0.0357142857142857,0.032258064516129,0.0357142857142857,0.0303030303030303,0.0303030303030303,0.0606060606060607,0.0333333333333334,0.0540540540540539,0.0357142857142857,0.037037037037037,0.037037037037037,0.03125,0.0333333333333334,0.0606060606060607,0.0645161290322581,0.0967741935483871,0,0.032258064516129,0.0303030303030303,0,0.0810810810810811,0.0238095238095237,0.032258064516129,0.0645161290322581,0.0606060606060607,0.09375,0.0303030303030303,0.03125,0.0333333333333334,0.0750000000000001,0.0731707317073171,0.0588235294117647
"CEF-M0L2",0.0384615384615385,0.148148148148148,0.0357142857142857,0.0714285714285714,0.037037037037037,0.037037037037037,0.0645161290322581,0.0666666666666667,0.0689655172413793,0.0645161290322581,0.1,0.0571428571428572,0.0357142857142857,0.0344827586206896,0.076923076923077,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0666666666666667,0.107142857142857,0.0689655172413793,0.166666666666667,0.0740740740740741,0.0714285714285714,0.0303030303030303,0.0625,0.03125,0.5,1,0.657142857142857,0.2,0.3,0.243243243243243,0.25,0.333333333333333,0.285714285714286,0.307692307692308,0.28125,0.258064516129032,0.2,0.407407407407407,0.303030303030303,0.294117647058824,0.222222222222222,0.28125,0.323529411764706,0.292682926829268,0.388888888888889,0.2,0.303030303030303,0.375,0.181818181818182,0.236842105263158,0.166666666666667,0.0384615384615385,0.0333333333333334,0.037037037037037,0.0277777777777778,0.0384615384615385,0.0344827586206896,0.0384615384615385,0.032258064516129,0.032258064516129,0.0645161290322581,0.0357142857142857,0.0571428571428572,0.0384615384615385,0.0399999999999999,0.0399999999999999,0.0333333333333334,0.0357142857142857,0.0645161290322581,0.0689655172413793,0.103448275862069,0,0.0344827586206896,0.032258064516129,0,0.0857142857142857,0.025,0.0344827586206896,0.0689655172413793,0.03125,0.0645161290322581,0.032258064516129,0.0333333333333334,0.0357142857142857,0.0512820512820512,0.0499999999999999,0.0303030303030303
