"","AZM-M0L1","AZM-M0L2","AZM-M0L3","AZM-N0L1","AZM-N0L2","AZM-N0L3","AZM-NdL1","AZM-NdL2","AZM-NdL3","CIP-M0L1","CIP-M0L2","CIP-M0L3","CIP-N0L1","CIP-N0L2","CIP-N0L3","CIP-NdL1","CIP-NdL2","CIP-NdL3","IPM-M0L1","IPM-M0L2","IPM-M0L3","IPM-N0L1","IPM-N0L2","IPM-N0L3","IPM-NdL1","IPM-NdL2","IPM-NdL3","CEF-M0L1","CEF-M0L2","CEF-M0L3","CEF-N0L1","CEF-N0L2","CEF-N0L3","CEF-NdL1","CEF-NdL2","CEF-NdL3","LVX-M0L1","LVX-M0L2","LVX-M0L3","LVX-N0L1","LVX-N0L2","LVX-N0L3","LVX-NdL1","LVX-NdL2","LVX-NdL3","LNZ-M0L1","LNZ-M0L2","LNZ-M0L3","LNZ-N0L1","LNZ-N0L2","LNZ-N0L3","LNZ-NdL1","LNZ-NdL2","LNZ-NdL3","RIF-M0L1","RIF-M0L2","RIF-M0L3","RIF-N0L1","RIF-N0L2","RIF-N0L3","RIF-NdL1","RIF-NdL2","RIF-NdL3","VNC-M0L1","VNC-M0L2","VNC-M0L3","VNC-N0L1","VNC-N0L2","VNC-N0L3","VNC-NdL1","VNC-NdL2","VNC-NdL3","MEM-M0L1","MEM-M0L2","MEM-M0L3","MEM-N0L1","MEM-N0L2","MEM-N0L3","MEM-NdL1","MEM-NdL2","MEM-NdL3","PEN-M0L1","PEN-M0L2","PEN-M0L3","PEN-N0L1","PEN-N0L2","PEN-N0L3","PEN-NdL1","PEN-NdL2","PEN-NdL3"
"LNZ-M0L3",0.0689655172413793,0.166666666666667,0.0645161290322581,0.0967741935483871,0.032258064516129,0.0666666666666667,0.088235294117647,0.125,0.09375,0.088235294117647,0.121212121212121,0.108108108108108,0.0645161290322581,0.0625,0.0666666666666667,0.0625,0.0967741935483871,0.0967741935483871,0.0909090909090909,0.129032258064516,0.09375,0.181818181818182,0.1,0.133333333333333,0.0555555555555556,0.117647058823529,0.0571428571428572,0.368421052631579,0.388888888888889,0.409090909090909,0.234042553191489,0.333333333333333,0.282051282051282,0.225,0.333333333333333,0.288888888888889,0.357142857142857,0.323529411764706,0.303030303030303,0.243243243243243,0.448275862068966,0.382352941176471,0.333333333333333,0.230769230769231,0.363636363636364,0.441176470588235,0.540540540540541,1,0.25,0.382352941176471,0.5,0.264705882352941,0.307692307692308,0.243243243243243,0.0689655172413793,0.0606060606060607,0.0666666666666667,0.0512820512820512,0.0689655172413793,0.0625,0.0689655172413793,0.0588235294117647,0.0588235294117647,0.088235294117647,0.0645161290322581,0.0789473684210525,0.0689655172413793,0.0714285714285714,0.0714285714285714,0.0606060606060607,0.0645161290322581,0.088235294117647,0.0606060606060607,0.0588235294117647,0,0.0967741935483871,0.0588235294117647,0.032258064516129,0.0499999999999999,0.0465116279069767,0.0303030303030303,0.09375,0.0277777777777778,0.088235294117647,0.0588235294117647,0.0294117647058824,0.0645161290322581,0.0975609756097561,0.0697674418604651,0.0555555555555556
"LNZ-N0L1",0.133333333333333,0.166666666666667,0.117647058823529,0.176470588235294,0.0588235294117647,0.125,0.15,0.157894736842105,0.166666666666667,0.15,0.0952380952380953,0.125,0.1875,0.111111111111111,0.0588235294117647,0.176470588235294,0.111111111111111,0.111111111111111,0.157894736842105,0.105263157894737,0.166666666666667,0.315789473684211,0.117647058823529,0.111111111111111,0.0909090909090909,0.142857142857143,0.0952380952380953,0.151515151515152,0.2,0.142857142857143,0.157894736842105,0.166666666666667,0.2,0.166666666666667,0.17948717948718,0.189189189189189,0.333333333333333,0.24,0.260869565217391,0.185185185185185,0.272727272727273,0.269230769230769,0.259259259259259,0.307692307692308,0.631578947368421,0.206896551724138,0.228571428571429,0.25,1,0.571428571428571,0.545454545454545,0.611111111111111,0.233333333333333,0.523809523809524,0.133333333333333,0.105263157894737,0.125,0.08,0.133333333333333,0.176470588235294,0.133333333333333,0.1,0.157894736842105,0.0952380952380953,0.0555555555555556,0.125,0.214285714285714,0.142857142857143,0.142857142857143,0.166666666666667,0.1875,0.210526315789474,0.105263157894737,0.1,0,0.111111111111111,0.1,0,0.076923076923077,0.0333333333333334,0.0526315789473684,0.105263157894737,0.0454545454545455,0.0952380952380953,0.1,0.0499999999999999,0.117647058823529,0.0689655172413793,0.103448275862069,0.0434782608695652
"LNZ-N0L2",0.0909090909090909,0.12,0.0833333333333334,0.125,0.0416666666666666,0.0869565217391304,0.111111111111111,0.115384615384615,0.12,0.111111111111111,0.111111111111111,0.0967741935483871,0.0833333333333334,0.08,0.0869565217391304,0.125,0.08,0.08,0.115384615384615,0.076923076923077,0.12,0.28,0.130434782608696,0.125,0.0689655172413793,0.107142857142857,0.0714285714285714,0.285714285714286,0.303030303030303,0.25,0.214285714285714,0.289473684210526,0.264705882352941,0.235294117647059,0.292682926829268,0.275,0.347826086956522,0.310344827586207,0.333333333333333,0.3,0.458333333333333,0.333333333333333,0.366666666666667,0.32258064516129,0.727272727272727,0.3125,0.315789473684211,0.382352941176471,0.571428571428571,1,0.708333333333333,0.565217391304348,0.294117647058824,0.444444444444444,0.0909090909090909,0.076923076923077,0.0869565217391304,0.0625,0.0909090909090909,0.125,0.0909090909090909,0.0740740740740741,0.115384615384615,0.0714285714285714,0.0399999999999999,0.0967741935483871,0.142857142857143,0.0952380952380953,0.0952380952380953,0.12,0.130434782608696,0.153846153846154,0.076923076923077,0.0740740740740741,0,0.08,0.0740740740740741,0,0.0606060606060607,0.027027027027027,0.0384615384615385,0.076923076923077,0.0344827586206896,0.0714285714285714,0.0740740740740741,0.037037037037037,0.0833333333333334,0.0555555555555556,0.0833333333333334,0.0333333333333334
"LNZ-N0L3",0.0869565217391304,0.16,0.08,0.12,0.0399999999999999,0.0833333333333334,0.107142857142857,0.111111111111111,0.115384615384615,0.107142857142857,0.107142857142857,0.09375,0.08,0.076923076923077,0.0833333333333334,0.12,0.076923076923077,0.076923076923077,0.111111111111111,0.115384615384615,0.115384615384615,0.269230769230769,0.125,0.12,0.0666666666666667,0.103448275862069,0.0689655172413793,0.352941176470588,0.375,0.333333333333333,0.209302325581395,0.315789473684211,0.257142857142857,0.228571428571429,0.317073170731707,0.3,0.391304347826087,0.344827586206897,0.321428571428572,0.290322580645161,0.5,0.366666666666667,0.4,0.3125,0.695652173913043,0.34375,0.378378378378378,0.5,0.545454545454545,0.708333333333333,1,0.541666666666667,0.285714285714286,0.428571428571428,0.0869565217391304,0.0740740740740741,0.0833333333333334,0.0606060606060607,0.0869565217391304,0.12,0.0869565217391304,0.0714285714285714,0.111111111111111,0.0689655172413793,0.0384615384615385,0.09375,0.136363636363636,0.0909090909090909,0.0909090909090909,0.115384615384615,0.125,0.148148148148148,0.0740740740740741,0.0714285714285714,0,0.076923076923077,0.0714285714285714,0,0.0588235294117647,0.0263157894736842,0.037037037037037,0.0740740740740741,0.0333333333333334,0.0689655172413793,0.0714285714285714,0.0357142857142857,0.08,0.0540540540540539,0.0810810810810811,0.032258064516129
"LNZ-NdL1",0.111111111111111,0.142857142857143,0.1,0.0952380952380953,0.0499999999999999,0.105263157894737,0.130434782608696,0.136363636363636,0.142857142857143,0.130434782608696,0.0833333333333334,0.111111111111111,0.1,0.0952380952380953,0.0499999999999999,0.15,0.0952380952380953,0.0952380952380953,0.136363636363636,0.0909090909090909,0.142857142857143,0.217391304347826,0.1,0.0952380952380953,0.08,0.125,0.0833333333333334,0.171428571428571,0.181818181818182,0.159090909090909,0.146341463414634,0.184210526315789,0.21875,0.1875,0.195121951219512,0.205128205128205,0.35,0.259259259259259,0.230769230769231,0.206896551724138,0.291666666666667,0.241379310344828,0.275862068965517,0.275862068965517,0.619047619047619,0.225806451612903,0.243243243243243,0.264705882352941,0.611111111111111,0.565217391304348,0.541666666666667,1,0.25,0.590909090909091,0.111111111111111,0.0909090909090909,0.105263157894737,0.0714285714285714,0.111111111111111,0.15,0.111111111111111,0.0869565217391304,0.136363636363636,0.0833333333333334,0.0476190476190477,0.111111111111111,0.176470588235294,0.117647058823529,0.117647058823529,0.142857142857143,0.157894736842105,0.181818181818182,0.0909090909090909,0.0869565217391304,0,0.0952380952380953,0.0869565217391304,0,0.0689655172413793,0.0303030303030303,0.0454545454545455,0.0909090909090909,0.0399999999999999,0.0833333333333334,0.0869565217391304,0.0434782608695652,0.1,0.0625,0.09375,0.0384615384615385
"LNZ-NdL2",0.12,0.142857142857143,0.111111111111111,0.107142857142857,0.0357142857142857,0.0740740740740741,0.0967741935483871,0.137931034482759,0.103448275862069,0.133333333333333,0.172413793103448,0.151515151515152,0.0714285714285714,0.0689655172413793,0.0740740740740741,0.0689655172413793,0.107142857142857,0.107142857142857,0.137931034482759,0.103448275862069,0.142857142857143,0.161290322580645,0.111111111111111,0.148148148148148,0.0606060606060607,0.129032258064516,0.0625,0.225,0.236842105263158,0.229166666666667,0.195652173913044,0.261904761904762,0.305555555555556,0.210526315789474,0.212765957446808,0.195652173913044,0.346153846153846,0.3125,0.333333333333333,0.228571428571429,0.344827586206897,0.333333333333333,0.285714285714286,0.25,0.272727272727273,0.4375,0.384615384615385,0.307692307692308,0.233333333333333,0.294117647058824,0.285714285714286,0.25,1,0.228571428571429,0.076923076923077,0.0666666666666667,0.115384615384615,0.0555555555555556,0.076923076923077,0.107142857142857,0.076923076923077,0.0645161290322581,0.0645161290322581,0.0967741935483871,0.153846153846154,0.151515151515152,0.076923076923077,0.08,0.125,0.103448275862069,0.0714285714285714,0.0967741935483871,0.0666666666666667,0.0645161290322581,0,0.107142857142857,0.0645161290322581,0.0357142857142857,0.0540540540540539,0.0499999999999999,0.0333333333333334,0.103448275862069,0.0303030303030303,0.0967741935483871,0.0645161290322581,0.032258064516129,0.0714285714285714,0.135135135135135,0.0750000000000001,0.0606060606060607
"LNZ-NdL3",0.0952380952380953,0.125,0.0869565217391304,0.0833333333333334,0.0434782608695652,0.0909090909090909,0.115384615384615,0.166666666666667,0.125,0.115384615384615,0.115384615384615,0.137931034482759,0.0869565217391304,0.0833333333333334,0.0434782608695652,0.130434782608696,0.130434782608696,0.130434782608696,0.12,0.08,0.125,0.192307692307692,0.0869565217391304,0.130434782608696,0.0714285714285714,0.153846153846154,0.0740740740740741,0.128205128205128,0.166666666666667,0.125,0.111111111111111,0.142857142857143,0.166666666666667,0.138888888888889,0.155555555555556,0.162790697674419,0.363636363636364,0.233333333333333,0.25,0.1875,0.214285714285714,0.21875,0.212121212121212,0.25,0.48,0.205882352941177,0.225,0.243243243243243,0.523809523809524,0.444444444444444,0.428571428571428,0.590909090909091,0.228571428571429,1,0.0952380952380953,0.08,0.0909090909090909,0.0645161290322581,0.0952380952380953,0.130434782608696,0.0952380952380953,0.076923076923077,0.12,0.115384615384615,0.0869565217391304,0.137931034482759,0.15,0.1,0.1,0.125,0.136363636363636,0.16,0.08,0.076923076923077,0,0.130434782608696,0.076923076923077,0.0434782608695652,0.0625,0.088235294117647,0.0399999999999999,0.125,0.0357142857142857,0.115384615384615,0.076923076923077,0.0384615384615385,0.0869565217391304,0.088235294117647,0.117647058823529,0.0714285714285714
"RIF-M0L1",0.333333333333333,0.2,0.25,0.222222222222222,0.125,0.285714285714286,0.166666666666667,0.181818181818182,0.2,0.166666666666667,0.076923076923077,0.125,0.25,0.222222222222222,0.125,0.222222222222222,0.222222222222222,0.222222222222222,0.181818181818182,0.2,0.2,0.142857142857143,0.25,0.222222222222222,0.153846153846154,0.153846153846154,0.166666666666667,0.0357142857142857,0.0384615384615385,0.0263157894736842,0.0294117647058824,0.0645161290322581,0.08,0.0399999999999999,0.0277777777777778,0.0606060606060607,0.153846153846154,0.1,0.111111111111111,0.0952380952380953,0.117647058823529,0.0909090909090909,0.0869565217391304,0.0869565217391304,0.1,0.0833333333333334,0.0625,0.0689655172413793,0.133333333333333,0.0909090909090909,0.0869565217391304,0.111111111111111,0.076923076923077,0.0952380952380953,1,0.5,0.8,0.2,1,0.571428571428571,1,0.444444444444444,0.3,0.076923076923077,0,0.0588235294117647,0.333333333333333,0.4,0.4,0.2,0.25,0.272727272727273,0.0909090909090909,0.0833333333333334,0,0.375,0.181818181818182,0,0.0555555555555556,0.0476190476190477,0.1,0.2,0.076923076923077,0.076923076923077,0.181818181818182,0.0909090909090909,0.25,0.0476190476190477,0.0454545454545455,0.0714285714285714
"RIF-M0L2",0.2,0.142857142857143,0.166666666666667,0.153846153846154,0.0833333333333334,0.181818181818182,0.125,0.133333333333333,0.142857142857143,0.125,0.0588235294117647,0.1,0.166666666666667,0.153846153846154,0.0833333333333334,0.153846153846154,0.153846153846154,0.153846153846154,0.133333333333333,0.142857142857143,0.142857142857143,0.176470588235294,0.166666666666667,0.153846153846154,0.117647058823529,0.117647058823529,0.125,0.03125,0.0333333333333334,0.0238095238095237,0.0263157894736842,0.0571428571428572,0.0689655172413793,0.0344827586206896,0.025,0.0540540540540539,0.117647058823529,0.130434782608696,0.0909090909090909,0.125,0.0952380952380953,0.076923076923077,0.0740740740740741,0.0740740740740741,0.130434782608696,0.0714285714285714,0.0857142857142857,0.0606060606060607,0.105263157894737,0.076923076923077,0.0740740740740741,0.0909090909090909,0.0666666666666667,0.08,0.5,1,0.444444444444444,0.157894736842105,0.5,0.363636363636364,0.5,0.307692307692308,0.214285714285714,0.125,0,0.0476190476190477,0.2,0.222222222222222,0.222222222222222,0.142857142857143,0.166666666666667,0.2,0.0666666666666667,0.0625,0,0.25,0.133333333333333,0,0.0454545454545455,0.0399999999999999,0.0714285714285714,0.142857142857143,0.0588235294117647,0.0588235294117647,0.133333333333333,0.0666666666666667,0.166666666666667,0.0399999999999999,0.0384615384615385,0.0555555555555556
"RIF-M0L3",0.285714285714286,0.181818181818182,0.222222222222222,0.2,0.111111111111111,0.25,0.153846153846154,0.166666666666667,0.181818181818182,0.153846153846154,0.0714285714285714,0.117647058823529,0.222222222222222,0.2,0.111111111111111,0.2,0.2,0.2,0.166666666666667,0.181818181818182,0.181818181818182,0.133333333333333,0.222222222222222,0.2,0.142857142857143,0.142857142857143,0.153846153846154,0.0344827586206896,0.037037037037037,0.0256410256410257,0.0588235294117647,0.0967741935483871,0.12,0.0384615384615385,0.027027027027027,0.0588235294117647,0.142857142857143,0.0952380952380953,0.105263157894737,0.0909090909090909,0.111111111111111,0.0869565217391304,0.0833333333333334,0.0833333333333334,0.0952380952380953,0.08,0.0606060606060607,0.0666666666666667,0.125,0.0869565217391304,0.0833333333333334,0.105263157894737,0.115384615384615,0.0909090909090909,0.8,0.444444444444444,1,0.1875,0.8,0.5,0.8,0.4,0.272727272727273,0.0714285714285714,0,0.0555555555555556,0.285714285714286,0.333333333333333,0.6,0.181818181818182,0.222222222222222,0.25,0.0833333333333334,0.076923076923077,0,0.333333333333333,0.166666666666667,0,0.0526315789473684,0.0454545454545455,0.0909090909090909,0.181818181818182,0.0714285714285714,0.0714285714285714,0.166666666666667,0.0833333333333334,0.222222222222222,0.0454545454545455,0.0434782608695652,0.0666666666666667
"RIF-N0L1",0.125,0.1,0.111111111111111,0.105263157894737,0.0555555555555556,0.117647058823529,0.0909090909090909,0.0952380952380953,0.1,0.0909090909090909,0.0434782608695652,0.076923076923077,0.111111111111111,0.105263157894737,0.0555555555555556,0.105263157894737,0.105263157894737,0.105263157894737,0.0952380952380953,0.1,0.157894736842105,0.0833333333333334,0.111111111111111,0.105263157894737,0.136363636363636,0.136363636363636,0.142857142857143,0.0540540540540539,0.0277777777777778,0.0208333333333334,0.0465116279069767,0.0750000000000001,0.0571428571428572,0.0588235294117647,0.0444444444444444,0.0714285714285714,0.0869565217391304,0.0666666666666667,0.0714285714285714,0.0645161290322581,0.115384615384615,0.0625,0.0606060606060607,0.0606060606060607,0.0666666666666667,0.0588235294117647,0.0476190476190477,0.0512820512820512,0.08,0.0625,0.0606060606060607,0.0714285714285714,0.0555555555555556,0.0645161290322581,0.2,0.157894736842105,0.1875,1,0.2,0.166666666666667,0.2,0.15,0.4375,0.0434782608695652,0,0.076923076923077,0.125,0.133333333333333,0.133333333333333,0.1,0.111111111111111,0.142857142857143,0.1,0.0952380952380953,0,0.166666666666667,0.0952380952380953,0,0.0357142857142857,0.0666666666666667,0.0499999999999999,0.1,0.2,0.2,0.0952380952380953,0.0476190476190477,0.111111111111111,0.142857142857143,0.137931034482759,0.470588235294118
"RIF-N0L2",0.333333333333333,0.2,0.25,0.222222222222222,0.125,0.285714285714286,0.166666666666667,0.181818181818182,0.2,0.166666666666667,0.076923076923077,0.125,0.25,0.222222222222222,0.125,0.222222222222222,0.222222222222222,0.222222222222222,0.181818181818182,0.2,0.2,0.142857142857143,0.25,0.222222222222222,0.153846153846154,0.153846153846154,0.166666666666667,0.0357142857142857,0.0384615384615385,0.0263157894736842,0.0294117647058824,0.0645161290322581,0.08,0.0399999999999999,0.0277777777777778,0.0606060606060607,0.153846153846154,0.1,0.111111111111111,0.0952380952380953,0.117647058823529,0.0909090909090909,0.0869565217391304,0.0869565217391304,0.1,0.0833333333333334,0.0625,0.0689655172413793,0.133333333333333,0.0909090909090909,0.0869565217391304,0.111111111111111,0.076923076923077,0.0952380952380953,1,0.5,0.8,0.2,1,0.571428571428571,1,0.444444444444444,0.3,0.076923076923077,0,0.0588235294117647,0.333333333333333,0.4,0.4,0.2,0.25,0.272727272727273,0.0909090909090909,0.0833333333333334,0,0.375,0.181818181818182,0,0.0555555555555556,0.0476190476190477,0.1,0.2,0.076923076923077,0.076923076923077,0.181818181818182,0.0909090909090909,0.25,0.0476190476190477,0.0454545454545455,0.0714285714285714
"RIF-N0L3",0.222222222222222,0.153846153846154,0.181818181818182,0.166666666666667,0.0909090909090909,0.2,0.133333333333333,0.142857142857143,0.153846153846154,0.133333333333333,0.0625,0.105263157894737,0.181818181818182,0.166666666666667,0.0909090909090909,0.166666666666667,0.166666666666667,0.166666666666667,0.142857142857143,0.153846153846154,0.153846153846154,0.1875,0.181818181818182,0.166666666666667,0.125,0.125,0.133333333333333,0.032258064516129,0.0344827586206896,0.0499999999999999,0.027027027027027,0.0588235294117647,0.0714285714285714,0.0357142857142857,0.0526315789473684,0.0857142857142857,0.125,0.0869565217391304,0.0952380952380953,0.0833333333333334,0.1,0.08,0.12,0.12,0.136363636363636,0.0740740740740741,0.0571428571428572,0.0625,0.176470588235294,0.125,0.12,0.15,0.107142857142857,0.130434782608696,0.571428571428571,0.363636363636364,0.5,0.166666666666667,0.571428571428571,1,0.571428571428571,0.333333333333333,0.454545454545455,0.0625,0,0.105263157894737,0.375,0.25,0.25,0.153846153846154,0.181818181818182,0.416666666666667,0.0714285714285714,0.0666666666666667,0,0.4,0.142857142857143,0,0.0476190476190477,0.0416666666666666,0.076923076923077,0.153846153846154,0.0625,0.0625,0.142857142857143,0.0714285714285714,0.181818181818182,0.0416666666666666,0.0399999999999999,0.0588235294117647
"RIF-NdL1",0.333333333333333,0.2,0.25,0.222222222222222,0.125,0.285714285714286,0.166666666666667,0.181818181818182,0.2,0.166666666666667,0.076923076923077,0.125,0.25,0.222222222222222,0.125,0.222222222222222,0.222222222222222,0.222222222222222,0.181818181818182,0.2,0.2,0.142857142857143,0.25,0.222222222222222,0.153846153846154,0.153846153846154,0.166666666666667,0.0357142857142857,0.0384615384615385,0.0263157894736842,0.0294117647058824,0.0645161290322581,0.08,0.0399999999999999,0.0277777777777778,0.0606060606060607,0.153846153846154,0.1,0.111111111111111,0.0952380952380953,0.117647058823529,0.0909090909090909,0.0869565217391304,0.0869565217391304,0.1,0.0833333333333334,0.0625,0.0689655172413793,0.133333333333333,0.0909090909090909,0.0869565217391304,0.111111111111111,0.076923076923077,0.0952380952380953,1,0.5,0.8,0.2,1,0.571428571428571,1,0.444444444444444,0.3,0.076923076923077,0,0.0588235294117647,0.333333333333333,0.4,0.4,0.2,0.25,0.272727272727273,0.0909090909090909,0.0833333333333334,0,0.375,0.181818181818182,0,0.0555555555555556,0.0476190476190477,0.1,0.2,0.076923076923077,0.076923076923077,0.181818181818182,0.0909090909090909,0.25,0.0476190476190477,0.0454545454545455,0.0714285714285714
"RIF-NdL2",0.181818181818182,0.133333333333333,0.153846153846154,0.142857142857143,0.076923076923077,0.166666666666667,0.117647058823529,0.125,0.133333333333333,0.117647058823529,0.0555555555555556,0.0952380952380953,0.153846153846154,0.142857142857143,0.076923076923077,0.142857142857143,0.142857142857143,0.142857142857143,0.125,0.133333333333333,0.133333333333333,0.105263157894737,0.153846153846154,0.142857142857143,0.111111111111111,0.176470588235294,0.117647058823529,0.0303030303030303,0.032258064516129,0.0232558139534883,0.0256410256410257,0.0555555555555556,0.0666666666666667,0.0333333333333334,0.0499999999999999,0.0526315789473684,0.111111111111111,0.08,0.0869565217391304,0.12,0.0909090909090909,0.0740740740740741,0.0714285714285714,0.0714285714285714,0.08,0.0689655172413793,0.0540540540540539,0.0588235294117647,0.1,0.0740740740740741,0.0714285714285714,0.0869565217391304,0.0645161290322581,0.076923076923077,0.444444444444444,0.307692307692308,0.4,0.15,0.444444444444444,0.333333333333333,0.444444444444444,1,0.2,0.0555555555555556,0,0.0454545454545455,0.181818181818182,0.2,0.2,0.214285714285714,0.153846153846154,0.1875,0.0625,0.0588235294117647,0,0.230769230769231,0.125,0,0.142857142857143,0.125,0.0666666666666667,0.133333333333333,0.0555555555555556,0.0555555555555556,0.125,0.133333333333333,0.153846153846154,0.0384615384615385,0.037037037037037,0.0526315789473684
"RIF-NdL3",0.181818181818182,0.133333333333333,0.153846153846154,0.142857142857143,0.076923076923077,0.166666666666667,0.117647058823529,0.125,0.133333333333333,0.117647058823529,0.0555555555555556,0.0952380952380953,0.153846153846154,0.142857142857143,0.076923076923077,0.142857142857143,0.142857142857143,0.142857142857143,0.125,0.133333333333333,0.133333333333333,0.166666666666667,0.153846153846154,0.142857142857143,0.111111111111111,0.111111111111111,0.117647058823529,0.0303030303030303,0.032258064516129,0.0232558139534883,0.0256410256410257,0.0555555555555556,0.0666666666666667,0.0333333333333334,0.0499999999999999,0.0810810810810811,0.111111111111111,0.08,0.0869565217391304,0.076923076923077,0.0909090909090909,0.0740740740740741,0.111111111111111,0.111111111111111,0.125,0.0689655172413793,0.0540540540540539,0.0588235294117647,0.157894736842105,0.115384615384615,0.111111111111111,0.136363636363636,0.0645161290322581,0.12,0.3,0.214285714285714,0.272727272727273,0.4375,0.3,0.454545454545455,0.3,0.2,1,0.0555555555555556,0,0.0952380952380953,0.3,0.2,0.2,0.133333333333333,0.153846153846154,0.357142857142857,0.0625,0.0588235294117647,0,0.333333333333333,0.125,0,0.0434782608695652,0.08,0.0666666666666667,0.133333333333333,0.0555555555555556,0.0555555555555556,0.125,0.0625,0.153846153846154,0.0384615384615385,0.037037037037037,0.0526315789473684
"VNC-M0L1",0.076923076923077,0.125,0.0666666666666667,0.0625,0.0714285714285714,0.0714285714285714,0.111111111111111,0.1875,0.125,0.111111111111111,0.176470588235294,0.142857142857143,0.0666666666666667,0.0625,0.0714285714285714,0.0625,0.133333333333333,0.133333333333333,0.1875,0.0588235294117647,0.125,0.1,0.0666666666666667,0.133333333333333,0.0499999999999999,0.166666666666667,0.0526315789473684,0.0606060606060607,0.0645161290322581,0.0465116279069767,0.025,0.0263157894736842,0.0645161290322581,0.032258064516129,0.048780487804878,0.025,0.166666666666667,0.166666666666667,0.130434782608696,0.0740740740740741,0.0416666666666666,0.0714285714285714,0.0689655172413793,0.0689655172413793,0.12,0.103448275862069,0.111111111111111,0.088235294117647,0.0952380952380953,0.0714285714285714,0.0689655172413793,0.0833333333333334,0.0967741935483871,0.115384615384615,0.076923076923077,0.125,0.0714285714285714,0.0434782608695652,0.076923076923077,0.0625,0.076923076923077,0.0555555555555556,0.0555555555555556,1,0.142857142857143,0.142857142857143,0.076923076923077,0.0833333333333334,0.0833333333333334,0.0588235294117647,0.0666666666666667,0.111111111111111,0.125,0.117647058823529,0,0.133333333333333,0.0555555555555556,0.0714285714285714,0.0869565217391304,0.076923076923077,0.0625,0.125,0.0526315789473684,0.176470588235294,0.0555555555555556,0.0588235294117647,0.0666666666666667,0.12,0.115384615384615,0.105263157894737
"VNC-M0L2",0.111111111111111,0.076923076923077,0.0909090909090909,0,0,0,0.0666666666666667,0.153846153846154,0.076923076923077,0.142857142857143,0.230769230769231,0.176470588235294,0,0,0,0,0.0833333333333334,0.0833333333333334,0.153846153846154,0,0.166666666666667,0,0,0.0833333333333334,0,0.133333333333333,0,0.0333333333333334,0.0357142857142857,0.025,0,0,0,0,0.0263157894736842,0,0.133333333333333,0.142857142857143,0.157894736842105,0,0,0.0399999999999999,0.08,0.08,0.0434782608695652,0.166666666666667,0.125,0.0645161290322581,0.0555555555555556,0.0399999999999999,0.0384615384615385,0.0476190476190477,0.153846153846154,0.0869565217391304,0,0,0,0,0,0,0,0,0,0.142857142857143,1,0.25,0.111111111111111,0,0,0,0,0.0666666666666667,0.076923076923077,0.0714285714285714,0,0.0833333333333334,0,0.1,0.0499999999999999,0.0434782608695652,0,0.166666666666667,0,0.142857142857143,0,0,0.0909090909090909,0.2,0.0869565217391304,0.0625
"VNC-M0L3",0.125,0.1,0.111111111111111,0.0499999999999999,0.0555555555555556,0.0555555555555556,0.0909090909090909,0.15,0.1,0.142857142857143,0.2,0.166666666666667,0.0526315789473684,0.0499999999999999,0.0555555555555556,0.0499999999999999,0.105263157894737,0.105263157894737,0.15,0.0476190476190477,0.222222222222222,0.0833333333333334,0.0526315789473684,0.105263157894737,0.0869565217391304,0.19047619047619,0.0909090909090909,0.0540540540540539,0.0571428571428572,0.0425531914893617,0.0465116279069767,0.048780487804878,0.0277777777777778,0.0588235294117647,0.0930232558139535,0.0714285714285714,0.136363636363636,0.142857142857143,0.153846153846154,0.03125,0.0357142857142857,0.0625,0.129032258064516,0.129032258064516,0.103448275862069,0.161290322580645,0.128205128205128,0.0789473684210525,0.125,0.0967741935483871,0.09375,0.111111111111111,0.151515151515152,0.137931034482759,0.0588235294117647,0.0476190476190477,0.0555555555555556,0.076923076923077,0.0588235294117647,0.105263157894737,0.0588235294117647,0.0454545454545455,0.0952380952380953,0.142857142857143,0.25,1,0.125,0.0625,0.0625,0.0476190476190477,0.0526315789473684,0.333333333333333,0.157894736842105,0.15,0,0.105263157894737,0.0454545454545455,0.0555555555555556,0.0740740740740741,0.103448275862069,0.105263157894737,0.1,0.0909090909090909,0.2,0.0454545454545455,0.0476190476190477,0.0526315789473684,0.230769230769231,0.178571428571428,0.136363636363636
"VNC-N0L1",0.333333333333333,0.2,0.25,0.222222222222222,0.125,0.285714285714286,0.166666666666667,0.181818181818182,0.2,0.166666666666667,0.076923076923077,0.125,0.25,0.222222222222222,0.125,0.222222222222222,0.222222222222222,0.222222222222222,0.181818181818182,0.2,0.2,0.230769230769231,0.25,0.222222222222222,0.153846153846154,0.153846153846154,0.166666666666667,0.0357142857142857,0.0384615384615385,0.0263157894736842,0.0294117647058824,0.0645161290322581,0.08,0.0399999999999999,0.0571428571428572,0.09375,0.153846153846154,0.1,0.111111111111111,0.0952380952380953,0.117647058823529,0.0909090909090909,0.136363636363636,0.136363636363636,0.157894736842105,0.0833333333333334,0.0625,0.0689655172413793,0.214285714285714,0.142857142857143,0.136363636363636,0.176470588235294,0.076923076923077,0.15,0.333333333333333,0.2,0.285714285714286,0.125,0.333333333333333,0.375,0.333333333333333,0.181818181818182,0.3,0.076923076923077,0.111111111111111,0.125,1,0.4,0.4,0.2,0.25,0.272727272727273,0.0909090909090909,0.0833333333333334,0,0.222222222222222,0.181818181818182,0,0.0555555555555556,0.0476190476190477,0.1,0.2,0.076923076923077,0.076923076923077,0.181818181818182,0.0909090909090909,0.25,0.0476190476190477,0.0454545454545455,0.0714285714285714
